full_name,selling_price,new_price,year,seller_type,seller_type,km_driven,fuel_type,fuel_type,transmission_type,transmission_type,Mileage,Engine,Seats
Maruti Wagon R VXI,3.35,null,2015,Dealer,1,20292,Petrol,0,Manual,0,20.51,998,5
Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV,3,New Car (On-Road Price) : Rs.15.19-19.71 Lakh*,2010,Dealer,1,67900,Diesel,1,Manual,0,12.05,2179,7
Chevrolet Beat Diesel LS,2,null,2012,Individual,0,70000,Diesel,1,Manual,0,25.44,936,5
Mahindra Scorpio 1.99 S10,10.51,New Car (On-Road Price) : Rs.15.10-19.92 Lakh*,2015,Dealer,1,40000,Diesel,1,Manual,0,15.4,1997,7
Hyundai Grand i10 1.2 CRDi Sportz Option,5.1,null,2017,Individual,0,60000,Diesel,1,Manual,0,24,1186,5
Renault KWID Climber 1.0 AMT,3.7,New Car (On-Road Price) : Rs.3.81-6.29 Lakh*,2018,Individual,0,25000,Petrol,0,Automatic,1,24.04,999,5
Maruti Wagon R LXI,2,New Car (On-Road Price) : Rs.5.16-6.88 Lakh*,2006,Individual,0,70000,Petrol,0,Manual,0,18.9,998,5
Maruti Baleno Delta 1.3,6.25,null,2018,Individual,0,21000,Diesel,1,Manual,0,27.39,1248,5
Mahindra Scorpio S7 140 BSIV,12.9,New Car (On-Road Price) : Rs.15.10-19.92 Lakh*,2018,Dealer,1,39000,Diesel,1,Manual,0,16.36,2179,7
Hyundai Creta 1.6 E Plus,8.9,null,2017,Dealer,1,30000,Petrol,0,Manual,0,15.8,1591,5
Hyundai Verna 1.6 CRDI,4.2,New Car (On-Road Price) : Rs.13.09-18.29 Lakh*,2012,Dealer,1,61000,Diesel,1,Manual,0,22.32,1582,5
Maruti Swift LXI Optional-O,5,New Car (On-Road Price) : Rs.6.04-8.98 Lakh*,2017,Trustmark Dealer,2,5743,Petrol,0,Manual,0,20.4,1197,5
Nissan Terrano XL Plus 85 PS,7.5,null,2017,Dealer,1,44000,Diesel,1,Manual,0,20.45,1461,5
Hyundai Grand i10 1.2 Kappa Asta,6,null,2018,Individual,0,24200,Petrol,0,Manual,0,18.9,1197,5
Maruti Baleno Delta 1.3,5.9,null,2017,Individual,0,57000,Diesel,1,Manual,0,27.39,1248,5
Hyundai i10 Magna,1.9,null,2011,Dealer,1,58000,Petrol,0,Manual,0,20.36,1197,5
Datsun GO Plus T Option BSIV,5,New Car (On-Road Price) : Rs.4.88-7.95 Lakh*,2017,Individual,0,15000,Petrol,0,Manual,0,19.44,1198,7
Maruti Celerio ZXI Optional,4.5,null,2017,Individual,0,10000,Petrol,0,Manual,0,23.1,998,5
Mahindra NuvoSport N8,5.5,null,2016,Individual,0,70000,Diesel,1,Manual,0,17.45,1493,7
Chevrolet Beat LT,1.7,null,2011,Dealer,1,65000,Petrol,0,Manual,0,18.6,1199,5
Mahindra XUV500 W6 2WD,6.5,New Car (On-Road Price) : Rs.16.45-23.44 Lakh*,2015,Individual,0,100000,Diesel,1,Manual,0,15.1,2179,7
BMW Z4 M40i,82.5,New Car (On-Road Price) : Rs.77.06-94.14 Lakh*,2020,Dealer,1,2000,Petrol,0,Automatic,1,11.29,2998,2
Maruti Wagon R VXI Opt 1.2,5,New Car (On-Road Price) : Rs.5.16-6.94 Lakh*,2020,Individual,0,10000,Petrol,0,Manual,0,20.52,1197,5
Hyundai Xcent 1.2 Kappa AT SX Option,5,null,2015,Individual,0,10000,Petrol,0,Automatic,1,16.9,1197,5
Maruti Alto LXi,1.4,null,2009,Individual,0,43000,Petrol,0,Manual,0,19.7,796,5
Honda Amaze S Plus i-VTEC,3.49,null,2013,Dealer,1,64000,CNG,2,Manual,0,18,1198,5
Maruti Wagon R VXI with ABS,3.25,New Car (On-Road Price) : Rs.5.36-7.12 Lakh*,2014,Individual,0,30000,Petrol,0,Manual,0,20.51,998,5
Honda City i VTEC S,4.35,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2014,Dealer,1,63000,Petrol,0,Manual,0,17.8,1497,5
Maruti Celerio VXI CNG BSIV,4.55,null,2018,Dealer,1,28000,CNG,2,Manual,0,31.79,998,5
Land Rover Discovery HSE Luxury 3.0 Si6,62,New Car (On-Road Price) : Rs.86.07-1.00 Cr*,2018,Individual,0,25000,Petrol,0,Automatic,1,9.17,2995,7
Honda City i VTEC V,7.55,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2017,Dealer,1,32226,Petrol,0,Manual,0,17.8,1497,5
Renault Koleos 2.0 Diesel,6.5,null,2013,Dealer,1,63432,Diesel,1,Automatic,1,13.73,1995,5
Audi A3 cabriolet 40 TFSI Premium Plus,40,null,2018,Dealer,1,8000,Petrol,0,Automatic,1,16.6,1798,4
Honda Brio V MT,2.5,null,2013,Individual,0,80000,Petrol,0,Manual,0,19.4,1198,5
Maruti Alto K10 VXI,2.45,null,2014,Individual,0,65000,Petrol,0,Manual,0,23.95,998,5
Kia Seltos HTK Plus D,13.5,null,2019,Dealer,1,14000,Diesel,1,Manual,0,20.8,1493,5
Tata Indigo LX (TDI) BS III,2.15,null,2013,Individual,0,90760,Diesel,1,Manual,0,19.09,1396,5
Tata Indigo LX (TDI) BS-III,4,null,2016,Individual,0,80000,Diesel,1,Manual,0,19.09,1405,5
Renault KWID AMT RXL,3.1,New Car (On-Road Price) : Rs.3.94-6.43 Lakh*,2018,Individual,0,15000,Petrol,0,Automatic,1,24.04,999,5
Toyota Fortuner 4X2 AT,12.35,New Car (On-Road Price) : Rs.35.94-37.76 Lakh*,2012,Dealer,1,85000,Petrol,0,Automatic,1,15,2694,7
Renault Captur 1.5 Diesel RXT,12.65,null,2018,Individual,0,12851,Diesel,1,Manual,0,20.37,1461,5
BMW 6 Series GT 630i Luxury Line,55,New Car (On-Road Price) : Rs.78.37 Lakh*,2018,Individual,0,30000,Petrol,0,Automatic,1,14.28,1998,4
Toyota Land Cruiser 200 V8 Petrol,92,null,2016,Dealer,1,80000,Petrol,0,Automatic,1,9,4461,8
Maruti Swift Dzire VDi,6.75,null,2018,Dealer,1,32000,Diesel,1,Manual,0,19.3,1248,5
Maruti Wagon R VXI 1.2,5,New Car (On-Road Price) : Rs.5.44-7.25 Lakh*,2019,Individual,0,30000,Petrol,0,Manual,0,20.52,1197,5
Hyundai i10 Sportz Option,3,null,2010,Individual,0,25000,Petrol,0,Manual,0,20.36,1197,5
Mahindra Scorpio S10 AT 2WD,14.5,New Car (On-Road Price) : Rs.15.50-20.09 Lakh*,2016,Individual,0,35000,Diesel,1,Automatic,1,15.4,2179,7
Mahindra Scorpio VLX 4WD BSIV,5.3,New Car (On-Road Price) : Rs.14.80-19.19 Lakh*,2013,Individual,0,140000,Diesel,1,Manual,0,12.05,2179,8
Ford Ecosport 1.5 DV5 MT Titanium,5.75,New Car (On-Road Price) : Rs.10.14-13.79 Lakh*,2014,Trustmark Dealer,2,65597,Diesel,1,Manual,0,22.7,1498,5
Hyundai Santro Xing GL CNG,2.4,null,2012,Dealer,1,61785,CNG,2,Manual,0,17,1086,5
Hyundai i20 2015-2017 Sportz 1.2,5.5,New Car (On-Road Price) : Rs.7.97-13.46 Lakh*,2017,Individual,0,35000,Petrol,0,Manual,0,18.6,1197,5
Maruti Ciaz VDi Plus,5,null,2014,Individual,0,160000,Diesel,1,Manual,0,26.21,1248,5
Maruti Baleno Delta,6.43,New Car (On-Road Price) : Rs.6.81-10.54 Lakh*,2020,Individual,0,7124,Petrol,0,Manual,0,21.01,1197,5
Ford Ecosport 2015-2021 S Petrol BSIV,10,New Car (On-Road Price) : Rs.9.19-13.02 Lakh*,2019,Individual,0,15000,Petrol,0,Manual,0,18.1,999,5
Hyundai Xcent 1.2 CRDi S,6.11,null,2018,Dealer,1,22979,Diesel,1,Manual,0,25.4,1186,5
Toyota Etios Liva GD,3.1,null,2014,Individual,0,150000,Diesel,1,Manual,0,23.59,1364,5
Hyundai Grand i10 Asta,5.5,New Car (On-Road Price) : Rs.6.74-7.09 Lakh*,2016,Individual,0,34000,Petrol,0,Manual,0,18.9,1197,5
Renault Scala Diesel RxZ Travelogue,3.5,null,2015,Dealer,1,42000,Diesel,1,Manual,0,21.64,1461,5
Volkswagen Vento Diesel Trendline,3,null,2011,Individual,0,280000,Diesel,1,Manual,0,20.54,1598,5
Tata Tigor 1.2 Revotron XT,4.7,New Car (On-Road Price) : Rs.6.30-8.71 Lakh*,2018,Individual,0,40000,Petrol,0,Manual,0,20.3,1199,5
Honda City i DTec V,5.25,New Car (On-Road Price) : Rs.14.00-16.49 Lakh*,2014,Dealer,1,77000,Diesel,1,Manual,0,26,1498,5
Datsun GO Plus T Option BSIV,4.69,New Car (On-Road Price) : Rs.4.88-7.95 Lakh*,2017,Individual,0,15000,Petrol,0,Manual,0,19.44,1198,7
Maruti Alto K10 2010-2014 VXI,2.1,null,2012,Individual,0,60000,Petrol,0,Manual,0,20.92,998,5
Maruti Alto 800 LXI,2,New Car (On-Road Price) : Rs.3.53-4.73 Lakh*,2013,Individual,0,120000,Petrol,0,Manual,0,22.74,796,5
Renault KWID 1.0 RXT Optional,4,New Car (On-Road Price) : Rs.3.46-5.88 Lakh*,2019,Individual,0,2500,Petrol,0,Manual,0,23.01,999,5
Jaguar XF 2.2 Litre Luxury,21.5,null,2013,Dealer,1,50000,Diesel,1,Automatic,1,16.36,2179,5
Maruti Celerio ZXI,3.4,New Car (On-Road Price) : Rs.4.98-6.25 Lakh*,2016,Individual,0,46500,Petrol,0,Manual,0,23.1,998,5
Maruti Alto LXi BSIII,0.95,null,2005,Individual,0,5000,Petrol,0,Manual,0,19.7,796,5
Audi Q3 35 TDI Quattro Premium Plus,20.5,null,2015,Dealer,1,69000,Diesel,1,Automatic,1,15.73,1968,5
Maruti Swift VDI,3.81,null,2012,Individual,0,68000,Diesel,1,Manual,0,22.9,1248,5
Mercedes-Benz C-Class C 250 CDI Elegance,7.75,New Car (On-Road Price) : Rs.51.30-64.08 Lakh*,2011,Dealer,1,45000,Diesel,1,Automatic,1,14.94,2143,5
Maruti Swift Dzire VDI,7,null,2017,Individual,0,20000,Diesel,1,Manual,0,28.4,1248,5
Maruti Ciaz Alpha Diesel,6.75,null,2017,Dealer,1,106000,Diesel,1,Manual,0,28.09,1248,5
Honda City i VTEC CVT SV,6.7,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2015,Dealer,1,28000,Petrol,0,Automatic,1,18,1497,5
Mahindra XUV500 W6 2WD,10.5,New Car (On-Road Price) : Rs.16.45-23.44 Lakh*,2018,Individual,0,50000,Diesel,1,Manual,0,16,2179,7
Renault Scala Diesel RxL,3.15,null,2014,Dealer,1,70000,Diesel,1,Manual,0,21.64,1461,5
BMW X5 xDrive 30d xLine,79,New Car (On-Road Price) : Rs.83.78-95.29 Lakh*,2019,Individual,0,19000,Diesel,1,Automatic,1,13.38,2993,5
Honda City 1.5 S MT,3.6,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2011,Dealer,1,55000,Petrol,0,Manual,0,17,1497,5
Ford Figo 1.5D Ambiente ABS MT,4,New Car (On-Road Price) : Rs.8.46-9.12 Lakh*,2017,Individual,0,53000,Diesel,1,Manual,0,25.83,1498,5
Hyundai Verna 1.6 SX,4.7,New Car (On-Road Price) : Rs.12.19-17.18 Lakh*,2014,Dealer,1,89000,Diesel,1,Manual,0,22.32,1582,5
Maruti Alto 800 LXI,3.04,New Car (On-Road Price) : Rs.3.41-4.57 Lakh*,2018,Individual,0,22000,Petrol,0,Manual,0,24.7,796,5
Tata Zest Quadrajet 1.3 75PS XMS,5.25,null,2018,Individual,0,90000,Diesel,1,Manual,0,22.95,1248,5
Honda City i DTEC S,4.9,New Car (On-Road Price) : Rs.14.35-17.00 Lakh*,2014,Dealer,1,69000,Diesel,1,Manual,0,26,1498,5
Mahindra Scorpio 1.99 S6 Plus,8.64,New Car (On-Road Price) : Rs.15.10-19.92 Lakh*,2016,Individual,0,155000,Diesel,1,Manual,0,15.4,1997,7
Mahindra XUV500 W6 2WD,4.8,New Car (On-Road Price) : Rs.16.54-23.28 Lakh*,2013,Dealer,1,85000,Diesel,1,Manual,0,16,2179,7
Hyundai Xcent 1.2 Kappa SX Option,3.5,null,2016,Individual,0,50000,Petrol,0,Manual,0,19.1,1197,5
Maruti Wagon R VXI AMT Opt 1.2,5.75,New Car (On-Road Price) : Rs.5.26-7.01 Lakh*,2019,Dealer,1,3600,Petrol,0,Automatic,1,20.52,1197,5
Mercedes-Benz CLA 200 CDI Sport,28.5,null,2018,Dealer,1,15000,Diesel,1,Automatic,1,17.9,2143,5
Maruti Baleno Delta Automatic,6.86,New Car (On-Road Price) : Rs.6.81-10.54 Lakh*,2019,Individual,0,5000,Petrol,0,Automatic,1,21.4,1197,5
Hyundai Santro LP - Euro II,0.55,New Car (On-Road Price) : Rs.5.23-7.14 Lakh*,2002,Individual,0,80000,Petrol,0,Manual,0,15,999,5
Maruti SX4 Vxi BSIII,3,null,2007,Individual,0,40000,Petrol,0,Manual,0,15,1586,5
Daewoo Matiz SA,1.03,null,2000,Individual,0,120000,Petrol,0,Manual,0,18.5,796,5
Toyota Innova 2.5 G (Diesel) 7 Seater,7.8,null,2015,Dealer,1,143000,Diesel,1,Manual,0,12.99,2494,7
Audi A6 35 TDI Technology,34.9,null,2018,Dealer,1,24000,Diesel,1,Automatic,1,17.68,1968,5
Bentley Mulsanne 6.8,203,null,2012,Dealer,1,15000,Petrol,0,Automatic,1,10.1,6752,5
MG Hector Smart Diesel MT BSIV,16.99,New Car (On-Road Price) : Rs.16.99-21.75 Lakh*,2019,Dealer,1,28000,Diesel,1,Manual,0,17.41,1956,5
Honda Brio 1.2 S MT,2.75,null,2016,Dealer,1,65000,Petrol,0,Manual,0,18.5,1198,5
Maruti Swift ZDI Plus,8,null,2019,Individual,0,44000,Diesel,1,Manual,0,28.4,1248,5
Maruti Baleno Zeta Automatic,6.8,New Car (On-Road Price) : Rs.6.81-10.54 Lakh*,2018,Individual,0,10000,Petrol,0,Automatic,1,21.4,1197,5
Toyota Fortuner 3.0 Diesel,12,New Car (On-Road Price) : Rs.39.97-46.24 Lakh*,2010,Individual,0,200000,Diesel,1,Manual,0,11.5,2982,7
Toyota Innova 2.5 G (Diesel) 8 Seater,5.25,null,2012,Dealer,1,187031,Diesel,1,Manual,0,12.99,2494,8
Ford Ecosport 2015-2021 1.5 Petrol Titanium Plus BSIV,9.55,New Car (On-Road Price) : Rs.9.19-13.13 Lakh*,2019,Dealer,1,22346,Petrol,0,Manual,0,17,1497,5
Hyundai i20 1.4 CRDi Magna,3.5,New Car (On-Road Price) : Rs.8.60-11.28 Lakh*,2012,Individual,0,120000,Diesel,1,Manual,0,21.9,1396,5
Maruti Vitara Brezza LXI,8,New Car (On-Road Price) : Rs.8.30-13.16 Lakh*,2020,Dealer,1,1000,Petrol,0,Manual,0,17.03,1462,5
Maruti Alto LX BSIII,0.75,null,2005,Individual,0,56700,Petrol,0,Manual,0,19.7,796,5
Mahindra XUV500 W6 2WD,8.25,New Car (On-Road Price) : Rs.16.45-23.44 Lakh*,2015,Individual,0,170000,Diesel,1,Manual,0,16,2179,7
Mahindra Marazzo M8 8Str,14.76,New Car (On-Road Price) : Rs.13.54-16.02 Lakh*,2019,Individual,0,60000,Diesel,1,Manual,0,17.3,1497,8
Honda Jazz V CVT,6.7,New Car (On-Road Price) : Rs.8.55-11.02 Lakh*,2018,Dealer,1,40000,Petrol,0,Automatic,1,18.2,1199,5
Maruti Alto LXi,1.8,null,2012,Dealer,1,28000,Petrol,0,Manual,0,19.7,796,5
Renault Scala RxL,3.5,null,2014,Individual,0,85000,Petrol,0,Manual,0,16.95,1498,5
Hyundai Grand i10 1.2 Kappa Asta,4.9,New Car (On-Road Price) : Rs.6.48-6.57 Lakh*,2017,Individual,0,35000,Petrol,0,Manual,0,18.9,1197,5
Maruti Baleno Zeta 1.2,5.5,null,2017,Individual,0,20000,Petrol,0,Manual,0,21.4,1197,5
Hyundai i10 Sportz,3.5,null,2014,Individual,0,40000,Petrol,0,Manual,0,20.36,1197,5
Toyota Corolla Altis G,2.45,null,2009,Dealer,1,65000,Petrol,0,Manual,0,14.53,1798,5
Toyota Innova Crysta 2016-2020 2.4 GX MT 8S BSIV,15,New Car (On-Road Price) : Rs.19.99-29.11 Lakh*,2019,Individual,0,35000,Diesel,1,Manual,0,13.68,2393,8
Hyundai EON Era Plus,2.5,null,2013,Dealer,1,54417,Petrol,0,Manual,0,21.1,814,5
Ford Figo Diesel LXI,1.9,New Car (On-Road Price) : Rs.8.96-9.46 Lakh*,2012,Dealer,1,74000,Diesel,1,Manual,0,20,1399,5
Volkswagen Ameo 1.2 MPI Comfortline Plus,4,null,2017,Dealer,1,47592,Petrol,0,Manual,0,17,1198,5
Renault Duster 85PS Diesel RxE Adventure,4.6,null,2014,Individual,0,46500,Diesel,1,Manual,0,20.45,1461,5
Maruti Swift AMT VXI,6.5,New Car (On-Road Price) : Rs.6.04-8.98 Lakh*,2019,Dealer,1,8000,Petrol,0,Automatic,1,21.21,1197,5
Maruti Ciaz ZDi Plus SHVS,7,null,2016,Individual,0,120000,Diesel,1,Manual,0,28.09,1248,5
Chevrolet Spark 1.0 LT,1.2,null,2013,Individual,0,100000,Petrol,0,Manual,0,16.2,995,5
Mercedes-Benz GLE Class 250d,38.5,null,2016,Dealer,1,48500,Diesel,1,Automatic,1,17.9,2143,5
Maruti Swift 1.2 DLX (Only Delhi),4.55,New Car (On-Road Price) : Rs.6.04-8.98 Lakh*,2017,Individual,0,34000,Petrol,0,Manual,0,20.4,1197,5
Hyundai Santro Xing GL,2.35,null,2013,Dealer,1,55000,Petrol,0,Manual,0,15,1086,5
Tata Indigo LS TDI BSIII,1.6,null,2012,Individual,0,88157,Diesel,1,Manual,0,19.09,1396,5
Maruti Swift VXI BSIV,3.65,New Car (On-Road Price) : Rs.6.04-8.98 Lakh*,2014,Dealer,1,54000,Petrol,0,Manual,0,22,1197,5
Toyota Etios GD,5.55,null,2016,Individual,0,163000,Diesel,1,Manual,0,23.59,1364,5
Maruti Swift Dzire ZXI,4.7,New Car (On-Road Price) : Rs.6.53-9.95 Lakh*,2014,Dealer,1,11275,Petrol,0,Manual,0,19.1,1197,5
Maruti Ritz VDi,3.25,null,2013,Dealer,1,58000,Diesel,1,Manual,0,21.1,1248,5
Toyota Fortuner 2016-2021 2.8 2WD AT,29.5,New Car (On-Road Price) : Rs.39.97-46.24 Lakh*,2018,Dealer,1,35000,Diesel,1,Automatic,1,12.9,2755,7
Nissan Terrano XL Plus 85 PS,8,null,2015,Individual,0,19000,Diesel,1,Manual,0,20.45,1461,5
Maruti Swift VDI,4,null,2012,Individual,0,48000,Diesel,1,Manual,0,22.9,1248,5
Renault Duster 85PS Diesel RxE,5.5,null,2015,Dealer,1,68000,Diesel,1,Manual,0,19.87,1461,5
Honda Civic 1.8 V AT,15.19,New Car (On-Road Price) : Rs.20.84-24.63 Lakh*,2019,Dealer,1,23000,Petrol,0,Automatic,1,13.9,1799,5
Maruti Swift Dzire AMT VDI,7.4,null,2018,Individual,0,31500,Diesel,1,Automatic,1,28.4,1248,5
Tata Vista TDI LX,1.25,null,2013,Individual,0,120000,Diesel,1,Manual,0,19.1,1405,5
Honda Brio V MT,2.71,null,2011,Dealer,1,63000,Petrol,0,Manual,0,19.4,1198,5
Maruti Kizashi CVT,4.25,null,2011,Dealer,1,63000,Petrol,0,Automatic,1,10,2393,5
Mahindra Supro LX 8 Str,4.75,null,2018,Individual,0,60000,Diesel,1,Manual,0,23.5,909,8
Honda Amaze S i-Dtech,3.25,New Car (On-Road Price) : Rs.8.77-11.37 Lakh*,2013,Dealer,1,73000,Diesel,1,Manual,0,25.8,1498,5
Hyundai Grand i10 Nios AMT Sportz,6,New Car (On-Road Price) : Rs.5.80-8.76 Lakh*,2020,Individual,0,10000,Petrol,0,Automatic,1,20.7,1197,5
Honda Amaze S i-Dtech,3,New Car (On-Road Price) : Rs.8.59-11.09 Lakh*,2013,Individual,0,208000,Diesel,1,Manual,0,25.8,1498,5
Hyundai i10 Sportz 1.2,3,New Car (On-Road Price) : Rs.6.99-7.35 Lakh*,2010,Individual,0,30000,Petrol,0,Manual,0,20.36,1197,5
Maruti Wagon R LXI CNG,3.45,New Car (On-Road Price) : Rs.5.98-6.06 Lakh*,2016,Dealer,1,83000,CNG,2,Manual,0,26.6,998,5
Mahindra Scorpio S3 9 Seater BSIV,9,New Car (On-Road Price) : Rs.15.10-19.92 Lakh*,2018,Individual,0,60000,Diesel,1,Manual,0,15.4,2523,7
Mahindra XUV500 W10 1.99 mHawk,10.25,New Car (On-Road Price) : Rs.16.11-22.67 Lakh*,2016,Dealer,1,83000,Diesel,1,Manual,0,16,1997,7
Isuzu D-Max V-Cross 4X4,14.5,New Car (On-Road Price) : Rs.19.74-23.79 Lakh*,2017,Dealer,1,58132,Diesel,1,Manual,0,12.4,2499,5
Maruti Swift LXI Option,4,New Car (On-Road Price) : Rs.6.13-8.90 Lakh*,2015,Individual,0,34000,Petrol,0,Manual,0,20.4,1197,5
Honda Amaze S i-Dtech,3.67,New Car (On-Road Price) : Rs.8.69-11.26 Lakh*,2014,Dealer,1,45120,Diesel,1,Manual,0,25.8,1498,5
Hyundai Grand i10 1.2 Kappa Magna AT,5.35,New Car (On-Road Price) : Rs.7.11-7.48 Lakh*,2019,Individual,0,15000,Petrol,0,Automatic,1,18.9,1197,5
Maruti Ertiga VXI Petrol,8.05,New Car (On-Road Price) : Rs.8.77-11.98 Lakh*,2019,Individual,0,15000,Petrol,0,Manual,0,19.34,1462,7
MG Hector Hybrid Super MT BSIV,14.88,New Car (On-Road Price) : Rs.14.96-20.73 Lakh*,2020,Dealer,1,1000,Petrol,0,Manual,0,15.81,1451,5
Hyundai i10 Sportz Option,2.5,null,2012,Individual,0,64000,Petrol,0,Manual,0,20.36,1197,5
Mercedes-Benz E-Class E250 CDI Elegance,7,New Car (On-Road Price) : Rs.75.45-94.01 Lakh*,2011,Dealer,1,98000,Diesel,1,Automatic,1,14.21,2143,5
Maruti Vitara Brezza VDi Option,6.75,null,2016,Dealer,1,65000,Diesel,1,Manual,0,24.3,1248,5
Maruti Swift DDiS VDI,4.25,null,2015,Dealer,1,84000,Diesel,1,Manual,0,28.4,1248,5
Maruti Alto 800 VXI,2.6,null,2015,Individual,0,33000,Petrol,0,Manual,0,22.74,796,5
Hyundai Xcent 1.2 Kappa S,3,null,2014,Individual,0,57368,Petrol,0,Manual,0,19.1,1197,5
Honda City i VTEC VX,7,New Car (On-Road Price) : Rs.12.58-16.71 Lakh*,2016,Dealer,1,55670,Petrol,0,Manual,0,17.8,1497,5
Maruti Baleno Delta 1.3,5.6,null,2017,Individual,0,50000,Diesel,1,Manual,0,27.39,1248,5
Hyundai Verna CRDi,1.55,New Car (On-Road Price) : Rs.12.84-18.09 Lakh*,2006,Individual,0,148000,Diesel,1,Manual,0,16.8,1493,5
Porsche Cayenne Diesel,59.75,null,2016,Dealer,1,47000,Diesel,1,Automatic,1,15.15,2967,5
Maruti Ertiga VXI,8,New Car (On-Road Price) : Rs.8.62-12.06 Lakh*,2019,Dealer,1,18000,Petrol,0,Manual,0,19.01,1462,7
BMW 3 Series 320d,7.5,New Car (On-Road Price) : Rs.49.28-56.01 Lakh*,2011,Dealer,1,52420,Diesel,1,Automatic,1,22.69,1995,5
Hyundai Grand i10 Magna,3.5,New Car (On-Road Price) : Rs.7.16-7.52 Lakh*,2015,Individual,0,10000,Petrol,0,Manual,0,18.9,1197,5
Toyota Innova Crysta 2016-2020 2.4 G MT 8S BSIV,13.8,New Car (On-Road Price) : Rs.19.16-27.89 Lakh*,2016,Individual,0,40000,Diesel,1,Manual,0,13.68,2393,8
Chevrolet Beat LT,2.65,null,2015,Dealer,1,55000,Petrol,0,Manual,0,18.6,1199,5
Mahindra Scorpio S10 7 Seater,10,New Car (On-Road Price) : Rs.14.25-18.53 Lakh*,2015,Individual,0,50000,Diesel,1,Manual,0,15.4,2179,7
Maruti Ertiga BSIV VXI,7,New Car (On-Road Price) : Rs.8.54-11.66 Lakh*,2018,Individual,0,50000,Petrol,0,Manual,0,17.5,1373,7
Maruti Swift Dzire LXi,2.3,New Car (On-Road Price) : Rs.6.62-9.86 Lakh*,2009,Individual,0,76963,Petrol,0,Manual,0,17.5,1298,5
BMW 5 Series 520d Luxury Line,28,null,2016,Dealer,1,52890,Diesel,1,Automatic,1,18.12,1995,5
Maruti Alto 800 CNG LXI,3.5,New Car (On-Road Price) : Rs.4.90-4.94 Lakh*,2016,Dealer,1,45000,CNG,2,Manual,0,30.46,796,5
Hyundai Xcent 1.2 Kappa S,4,null,2017,Individual,0,63000,Petrol,0,Manual,0,19.1,1197,5
Maruti Baleno Alpha 1.3,8.25,null,2018,Individual,0,25000,Diesel,1,Manual,0,27.39,1248,5
Renault KWID RXL,3.25,New Car (On-Road Price) : Rs.3.43-5.78 Lakh*,2018,Dealer,1,10103,Petrol,0,Manual,0,25.17,799,5
Skoda Fabia 1.2 MPI Active,1.5,null,2008,Dealer,1,55000,Petrol,0,Manual,0,14.7,1198,5
BMW X1 sDrive20d,16.75,New Car (On-Road Price) : Rs.49.86-51.48 Lakh*,2014,Dealer,1,24000,Diesel,1,Automatic,1,17.05,1995,5
Mahindra XUV500 W8 2WD,8,New Car (On-Road Price) : Rs.16.45-23.44 Lakh*,2014,Dealer,1,47240,Diesel,1,Manual,0,15.1,2179,7
Maruti Celerio LXI Optional MT BSIV,4,New Car (On-Road Price) : Rs.5.21-6.54 Lakh*,2019,Individual,0,30000,Petrol,0,Manual,0,23.1,998,5
Toyota Innova Crysta 2016-2020 2.4 VX MT,17.5,New Car (On-Road Price) : Rs.19.90-29.90 Lakh*,2018,Dealer,1,58000,Diesel,1,Manual,0,13.68,2393,7
Mercedes-Benz CLA 200 CDI Sport,19.25,null,2016,Dealer,1,56000,Diesel,1,Automatic,1,17.9,2143,5
Audi A4 2.0 TDI,12,null,2013,Dealer,1,65000,Diesel,1,Automatic,1,16.55,1968,5
Hyundai i20 Sportz 1.4 CRDi,5.35,New Car (On-Road Price) : Rs.9.65-12.67 Lakh*,2015,Dealer,1,35213,Diesel,1,Manual,0,22.54,1396,5
Hyundai Grand i10 Magna,3.56,New Car (On-Road Price) : Rs.7.16-7.52 Lakh*,2015,Individual,0,35000,Petrol,0,Manual,0,18.9,1197,5
Mahindra XUV500 W8 2WD,5.5,null,2012,Dealer,1,92000,Diesel,1,Manual,0,16,2179,7
Maruti Eeco CNG 5 Seater AC BSIV,3.6,New Car (On-Road Price) : Rs.5.74 Lakh*,2018,Dealer,1,34500,CNG,2,Manual,0,21.94,1196,5
Maruti Ertiga SHVS VDI,7,null,2017,Individual,0,50000,Diesel,1,Manual,0,24.52,1248,7
Hyundai Grand i10 Magna,3.9,New Car (On-Road Price) : Rs.6.81-7.16 Lakh*,2016,Individual,0,30000,Petrol,0,Manual,0,18.9,1197,5
Toyota Fortuner 4x2 AT TRD Sportivo,12.45,New Car (On-Road Price) : Rs.39.97-46.24 Lakh*,2012,Dealer,1,51000,Diesel,1,Automatic,1,12.55,2982,7
Mahindra XUV500 AT W10 AWD,11.5,New Car (On-Road Price) : Rs.16.11-22.67 Lakh*,2017,Individual,0,60000,Diesel,1,Automatic,1,16,2179,7
Maruti Wagon R LXI BS IV,1.8,New Car (On-Road Price) : Rs.5.11-6.79 Lakh*,2011,Dealer,1,83000,Petrol,0,Manual,0,18.9,998,5
Skoda Rapid 1.6 MPI Elegance,4.25,New Car (On-Road Price) : Rs.8.68-15.33 Lakh*,2014,Dealer,1,70000,Petrol,0,Manual,0,15,1598,5
